	featureid	taxonomy	kingdom	phylum	class	order	family	genus	species
475	otu476	Bacteria(100);Actinobacteria(100);Coriobacteriia(100);Coriobacteriales(100);Eggerthellaceae(100);Slackia(100);	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	
476	otu477	Bacteria(100);Firmicutes(98);Clostridia(98);Clostridiales(98);Ruminococcaceae(98);Ruminococcaceae_UCG-010(57);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010	
477	otu478	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Agathobacter(92);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	
478	otu479	Bacteria(100);Firmicutes(99);Clostridia(98);Clostridiales(98);Ruminococcaceae(98);uncultured(20);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	
479	otu480	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-013(96);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013	
480	otu481	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminiclostridium_5(68);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5	
481	otu482	Bacteria(100);Firmicutes(94);Clostridia(69);Clostridiales(66);Christensenellaceae(40);Christensenellaceae_ge(31);	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_ge	
482	otu483	Bacteria(100);Cyanobacteria(100);Melainabacteria(100);Gastranaerophilales(100);Gastranaerophilales_fa(100);Gastranaerophilales_ge(100);	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	Gastranaerophilales_fa	Gastranaerophilales_ge	
483	otu484	Bacteria(100);Lentisphaerae(100);Lentisphaeria(99);Victivallales(99);Victivallaceae(63);Victivallaceae_ge(54);	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallaceae_ge	
484	otu485	Bacteria(100);Firmicutes(100);Erysipelotrichia(100);Erysipelotrichales(100);Erysipelotrichaceae(100);Erysipelotrichaceae_ge(100);	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_ge	
485	otu486	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);uncultured(63);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	
486	otu487	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Micrococcales(100);Dermabacteraceae(100);Brachybacterium(100);	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	
487	otu488	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_NK4A214_group(56);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group	
488	otu489	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-014(100);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	
489	otu490	Bacteria(100);Firmicutes(100);Clostridia(99);Clostridiales(99);Christensenellaceae(87);uncultured(75);	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	uncultured	
490	otu491	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_vadinBB60_group(96);Clostridiales_vadinBB60_group_ge(96);	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	Clostridiales_vadinBB60_group_ge	
491	otu492	Bacteria(100);Tenericutes(100);Mollicutes(100);Mollicutes_RF39(100);Mollicutes_RF39_fa(100);Mollicutes_RF39_ge(100);	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	Mollicutes_RF39_fa	Mollicutes_RF39_ge	
492	otu493	Bacteria(99);Firmicutes(99);Clostridia(99);Clostridiales(99);Ruminococcaceae(99);Ruminiclostridium(34);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	
493	otu494	Bacteria(100);Tenericutes(100);Mollicutes(100);Mollicutes_RF39(100);Mollicutes_RF39_fa(100);Mollicutes_RF39_ge(100);	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	Mollicutes_RF39_fa	Mollicutes_RF39_ge	
494	otu495	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);uncultured(45);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	
495	otu496	Bacteria(100);Firmicutes(94);Clostridia(94);Clostridiales(94);Clostridiales_vadinBB60_group(35);Clostridiales_vadinBB60_group_ge(35);	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	Clostridiales_vadinBB60_group_ge	
496	otu497	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);uncultured(43);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	
497	otu498	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-013(85);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013	
498	otu499	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-005(51);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005	
499	otu500	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(99);Ruminococcaceae_UCG-014(99);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	
500	otu501	Bacteria(100);Proteobacteria(99);Gammaproteobacteria(95);Aeromonadales(95);Succinivibrionaceae(95);Anaerobiospirillum(77);	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Anaerobiospirillum	
501	otu502	Bacteria(100);Firmicutes(96);Clostridia(96);Clostridiales(96);Clostridiales_vadinBB60_group(96);Clostridiales_vadinBB60_group_ge(96);	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	Clostridiales_vadinBB60_group_ge	
502	otu503	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_FCS020_group(45);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_FCS020_group	
503	otu504	Bacteria(100);Firmicutes(100);Erysipelotrichia(100);Erysipelotrichales(100);Erysipelotrichaceae(100);Erysipelotrichaceae_UCG-004(100);	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-004	
504	otu505	Bacteria(100);Firmicutes(99);Clostridia(99);Clostridiales(99);Ruminococcaceae(99);uncultured(48);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	
505	otu506	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Christensenellaceae(98);Christensenellaceae_R-7_group(98);	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	
506	otu507	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Paraprevotella(78);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	
507	otu508	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(99);uncultured(99);uncultured_ge(99);	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	uncultured_ge	
508	otu509	Bacteria(100);Firmicutes(100);Clostridia(99);Clostridiales(99);Ruminococcaceae(99);Candidatus_Soleaferrea(77);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus_Soleaferrea	
509	otu510	Bacteria(100);Firmicutes(94);Clostridia(93);Clostridiales(87);Ruminococcaceae(59);Cellulosibacter(8);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Cellulosibacter	
510	otu511	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-002(44);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002	
511	otu512	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(99);Paludibacteraceae(97);Paludibacter(56);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	
512	otu513	Bacteria(100);Firmicutes(61);Clostridia(57);Clostridiales(56);Lachnospiraceae(15);Cuneatibacter(7);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cuneatibacter	
513	otu514	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Candidatus_Soleaferrea(84);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus_Soleaferrea	
514	otu515	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-010(100);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010	
515	otu516	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-010(100);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010	
516	otu517	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Barnesiellaceae(100);Coprobacter(100);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	
517	otu518	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Pygmaiobacter(61);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pygmaiobacter	
518	otu519	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Phocea(100);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Phocea	
519	otu520	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-002(99);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002	
520	otu521	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-009(96);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-009	
521	otu522	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminiclostridium_6(100);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_6	
522	otu523	Bacteria(100);Actinobacteria(100);Coriobacteriia(100);Coriobacteriales(100);Coriobacteriales_Incertae_Sedis(100);uncultured(100);	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriales_Incertae_Sedis	uncultured	
523	otu524	Bacteria(100);Lentisphaerae(100);Lentisphaeria(100);Victivallales(100);Victivallaceae(100);Victivallaceae_ge(100);	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallaceae_ge	
524	otu525	Bacteria(100);Firmicutes(73);Clostridia(72);Clostridiales(66);Ruminococcaceae(54);uncultured(41);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	
525	otu526	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(99);Bacteroidaceae(92);Bacteroides(92);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
526	otu527	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Negativibacillus(100);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Negativibacillus	
527	otu528	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);uncultured(48);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	
528	otu529	Bacteria(100);Actinobacteria(100);Coriobacteriia(100);Coriobacteriales(100);Coriobacteriales_Incertae_Sedis(100);uncultured(100);	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriales_Incertae_Sedis	uncultured	
529	otu530	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-009(100);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-009	
530	otu531	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Barnesiellaceae(100);uncultured(100);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	uncultured	
531	otu532	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminiclostridium_9(78);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_9	
532	otu533	Bacteria(100);Firmicutes(99);Clostridia(99);Clostridiales(99);Lachnospiraceae(99);Lachnospiraceae_NK3A20_group(27);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK3A20_group	
533	otu534	Bacteria(100);Tenericutes(100);Mollicutes(100);Mollicutes_RF39(100);Mollicutes_RF39_fa(100);Mollicutes_RF39_ge(100);	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	Mollicutes_RF39_fa	Mollicutes_RF39_ge	
534	otu535	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminiclostridium_6(100);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_6	
535	otu536	Bacteria(100);Firmicutes(100);Erysipelotrichia(100);Erysipelotrichales(100);Erysipelotrichaceae(100);Merdibacter(100);	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Merdibacter	
536	otu537	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);uncultured(37);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	
537	otu538	Bacteria(100);Cyanobacteria(100);Melainabacteria(100);Gastranaerophilales(100);Gastranaerophilales_fa(100);Gastranaerophilales_ge(100);	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	Gastranaerophilales_fa	Gastranaerophilales_ge	
538	otu539	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Barnesiellaceae(74);Coprobacter(46);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	
539	otu540	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Family_XIII(97);Family_XIII_AD3011_group(77);	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_AD3011_group	
540	otu541	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcus_2(60);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2	
541	otu542	Bacteria(100);Firmicutes(98);Clostridia(98);Clostridiales(98);Christensenellaceae(43);uncultured(43);	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	uncultured	
542	otu543	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Anaerofilum(77);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerofilum	
543	otu544	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-013(98);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013	
544	otu545	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-014(100);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	
545	otu546	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Hydrogenoanaerobacterium(100);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Hydrogenoanaerobacterium	
546	otu547	Bacteria(100);Cyanobacteria(100);Melainabacteria(100);Gastranaerophilales(100);Gastranaerophilales_fa(100);Gastranaerophilales_ge(100);	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	Gastranaerophilales_fa	Gastranaerophilales_ge	
547	otu548	Bacteria(100);Cyanobacteria(100);Oxyphotobacteria(100);Chloroplast(100);Chloroplast_fa(100);Chloroplast_ge(100);	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Chloroplast_fa	Chloroplast_ge	
548	otu549	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Christensenellaceae(99);uncultured(99);	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	uncultured	
549	otu550	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-010(100);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010	
550	otu551	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Aerococcaceae(100);Facklamia(100);	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	
551	otu552	Bacteria(100);Firmicutes(85);Clostridia(82);Clostridiales(82);Clostridiales_vadinBB60_group(56);Clostridiales_vadinBB60_group_ge(56);	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	Clostridiales_vadinBB60_group_ge	
552	otu553	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Hydrogenoanaerobacterium(35);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Hydrogenoanaerobacterium	
553	otu554	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-014(100);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	
554	otu555	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Harryflintia(41);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Harryflintia	
555	otu556	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(84);Lactobacillus(84);	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
556	otu557	Bacteria(100);Tenericutes(100);Mollicutes(100);Mollicutes_RF39(100);Mollicutes_RF39_fa(100);Mollicutes_RF39_ge(100);	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	Mollicutes_RF39_fa	Mollicutes_RF39_ge	
557	otu558	Bacteria(100);Firmicutes(54);Clostridia(53);Clostridiales(53);Ruminococcaceae(41);uncultured(11);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	
558	otu559	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);uncultured(79);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	
559	otu560	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-010(98);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010	
560	otu561	Bacteria(100);Firmicutes(84);Clostridia(84);Clostridiales(84);Clostridiales_vadinBB60_group(39);Clostridiales_vadinBB60_group_ge(39);	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	Clostridiales_vadinBB60_group_ge	
561	otu562	Bacteria(100);Firmicutes(99);Clostridia(99);Clostridiales(99);Peptococcaceae(97);uncultured(97);	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	uncultured	
562	otu563	Bacteria(100);Firmicutes(94);Clostridia(92);Clostridiales(92);Ruminococcaceae(80);Ruminococcaceae_UCG-011(55);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-011	
563	otu564	Bacteria(100);Firmicutes(100);Clostridia(99);Clostridiales(99);Ruminococcaceae(61);Ruminococcaceae_UCG-013(47);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013	
564	otu565	Bacteria(100);Firmicutes(100);Clostridia(99);Clostridiales(99);Ruminococcaceae(99);Anaerotruncus(52);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	
565	otu566	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Intestinimonas(30);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	
566	otu567	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_ge(13);	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_ge	
567	otu568	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Rikenellaceae(100);Alistipes(100);	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
568	otu569	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_NK4A214_group(63);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group	
569	otu570	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Candidatus_Soleaferrea(91);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus_Soleaferrea	
570	otu571	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-013(100);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013	
571	otu572	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_V9D2013_group(80);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_V9D2013_group	
572	otu573	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-010(100);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010	
573	otu574	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Candidatus_Soleaferrea(69);	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus_Soleaferrea	
